INVNRS,ONDERWERP,TERM,URI
28289,Asfalteren,,
28290,Asfalteren,,
28291,Asfalteren,,
28292,Asfalteren,,
28293,Asfalteren,,
28294,Asfalteren,,
28295,Asfalteren,,
28297,Asfalteren,,
28298,Situatie,,
28299,Asfalteren,,
28300,Asfalteren,,
28301,Asfalteren,,
28302,Asfalteren,,
28303,Asfalteren,,
28304,Situatie,,
28305,Asfalteren,,
28306,Asfalteren,,
28307,Asfalteren,,
28308,Asfalteren,,
28309,Opmeting,,
28310,Asfalteren,,
28311,Asfalteren,,
28312,Asfalteren,,
28313,Asfalteren,,
28314,Asfalteren,,
28315,Asfalteren,,
28316,Asfalteren,,
28317,Asfaltering,,
28318,Asfalteren,,
28319,Asfalteren,,
28320,Asfalteren,,
28321,Asfalteren,,
28322,Asfalteren,,
28323,Asfalteren,,
28324,Asfalteren,,
28325,Asfalteren,,
28326,Asfalteren,,
28327,Asfalteren,,
28328,Asfalteren,,
28329,Asfalteren,,
28330,Asfalteren,,
28331,Asfalteren,,
28333,Asfaltering,,
28334,Asfaltering,,
28335,Asfalteren,,
28336,Asfalteren,,
28337,Asfalteren,,
28338,Asfalteren,,
28339,Asfalteren,,
28340,Asfalteren,,
28341,Asfalteren,,
28342,Asfalteren,,
28343,Asfalteren,,
28344,Asfalteren,,
28345,Asfalteren,,
28346,Asfalteren,,
28347,Asfalteren,,
28348,Asfalteren,,
28349,Asfalteren,,
28350,Asfalteren,,
28351,Asfalteren,,
28352,Asfalteren,,
28353,Asfalteren,,
28354,Asfalteren,,
28355,Asfalteren,,
28356,Asfalteren,,
28357,Asfaltering,,
28358,Asfalteren,,
28359,Asfalteren,,
28360,Asfalteren,,
28362,Asfalteren,,
28363,Asfalteren,,
28364,Afalteren,,
28365,Asfalteren,,
28366,Asfalteren,,
28367,Asfalteren,,
28368,Asfalteren,,
28369,Opmeting,,
28370,Asfalteren,,
28371,Duiker,,
28372,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28373,Rioleringnieuwe,,
28374,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28375,Persleidingen,,
28376,Slopen,,
28377,Situatie,,
28378,Situatie,,
28379,Situatie,,
28380,Situatie,,
28381,Situatie,,
28382,Situatie,,
28383,Situatie,,
28384,Situatie,,
28385,Situatie,,
28386,Situatie,,
28387,Situatie,,
28388,Situatie,,
28389,Situatie,,
28390,Situatie,,
28391,Situatie,,
28392,Situatie,,
28393,Situatie,,
28394,Situatie,,
28395,Situatie,,
28396,Situatie,,
28397,Situatie,,
28398,Situatie,,
28399,Situatie,,
28400,Situatie,,
28401,Centrale,,
28402,Situatie,,
28403,Situatie,,
28404,Situatie,,
28405,Situatie,,
28406,Situatie,,
28407,Linnaeusparkweg,,
28408,Speelterrein,,
28409,Kleedgebouwen,,
28410,Centrale,,
28411,Sportterrein,,
28412,Tramremise,,
28413,Finse,,
28414,Houten,,
28415,Houten,,
28416,Sportterrein,,
28417,School,School,http://vocab.getty.edu/aat/300006495
28418,Sportterrein,,
28419,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28420,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28421,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28422,Ondrgronds,,
28423,Vondelparkbrug,,
28424,Poldergemaaltje,,
28425,Poldergemaaltje,,
28426,Pompgemaaltje,,
28427,Grafiek,,
28428,Magnetische,,
28429,Flensaansluiting,,
28430,Bladkaarten,,
28431,Schakelschema,,
28432,Schakelschema,,
28433,Hulpinstallatie.,,
28434,Poldergemaal,,
28435,Jan,,
28436,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28437,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28438,Rioleringsgemaal,,
28439,Rioolgemaal,,
28440,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28441,Rioolgemaal,,
28442,Rioolgemaal,,
28443,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28444,Rioolgemaal,,
28445,Rioolwaterzuiveringsinrichting,,
28446,Rioolwaterzuiveringsinrichting,,
28447,Rioolgemaal,,
28448,Hoofdrioolgemaal,,
28449,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28450,Natuurkundig,,
28451,Amerika,,
28452,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28453,Rioolwaterzuiveringsinrichting,,
28454,Rioolwaterzuiveringsinrichting,,
28455,Finse,,
28456,G.L.O.,,
28457,G.L.O.,,
28458,Coenhaven,,
28459,Sportterrein,,
28460,Voormalige,,
28461,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28462,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28463,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28464,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28465,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28466,Gemaaltje,,
28467,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28468,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28470,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28471,Anorganisch,,
28472,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28473,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28474,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28475,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28476,Speelplaatsen,,
28477,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28478,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28479,Poldergemaal,,
28480,Typetekening,,
28481,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28482,Badhuis,,
28483,Barlaeus,,
28484,Eerste,,
28485,Mirandabad,,
28486,Speelterrein,,
28487,Coenhaven,,
28488,Coenhaven,,
28489,Coenhaven,,
28490,Coenhaven,,
28491,Hoofdrioolgemaal,,
28492,Detail,,
28493,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28494,Hoofdrioolgemaal,,
28495,Wilhelmina,,
28496,Floraparkbad,,
28497,Mirandabad,,
28498,Quarantaineinrichting,,
28499,Van,,
28500,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28501,Hoofdrioolgemaal,,
28502,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28503,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28504,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28505,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28506,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28507,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28508,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28509,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28510,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28511,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28512,Hoofdrioleringsgemaal,,
28513,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28514,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28515,Industrieterrein,,
28516,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28517,Mirandabad,,
28518,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28519,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28520,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28521,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28522,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28523,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28524,Terrein,,
28525,Hoofdrioleringsgemaal,,
28526,Wachterliedplantsoen.,,
28528,Voetbrug,,
28529,Openbare,,
28530,Raadhuis,,
28531,Telefooncentrale,,
28532,Pompstation,,
28533,Poldergemaal,,
28534,Het,,
28535,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28536,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28537,Schakelschema,,
28538,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28539,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28540,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28541,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28542,Typetekening,,
28543,Physiologisch,,
28544,Mirandabad,,
28545,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28546,Typetekening,,
28547,Rioolgemaal,,
28548,Typetekening,,
28549,Typetekening,,
28550,Typetekening,,
28551,Mirandabad,,
28552,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28553,Mirandabad,,
28554,Hoofdrioolgemaal,,
28555,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28556,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28557,Hoofdrioolgemaal,,
28558,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28559,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28560,Rioolgemaal,,
28561,Hoofdrioolgemaal,,
28562,Cornelis,,
28563,Brug,Brug,http://vocab.getty.edu/aat/300007836
28564,Type,,
28565,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28566,G.L.O.,,
28567,Laboratoriumstraat,,
28568,Garage,,
28570,Astronomische,,
28571,Hoofdrioolgemaal,,
28572,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28573,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28574,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28575,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28576,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28577,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28578,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28579,Type,,
28580,Duikerbrug,,
28581,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28582,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28583,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28584,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28585,Typetekening,,
28586,Contractinrichting.,,
28587,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28588,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28589,Sportterrein,,
28590,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28591,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28592,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28593,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28594,Triplexloods,,
28595,Aanvullen,,
28596,Riclering,,
28597,Centrale,,
28598,Terreinen,,
28599,Het,,
28600,Terreinen,,
28601,Bestuursgebouw,,
28602,Terrein,,
28603,Hulpbrug,,
28604,Houthaven,,
28605,Kademuren,,
28606,Petroleum,,
28607,Wilhelmina,,
28608,Situatie,,
28609,Quarantaine,,
28610,Loods,,
28611,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28612,Walbeschoeiing,,
28613,Pompstation,,
28614,Seminariium,,
28615,G.L.O.,,
28616,Centrale,,
28617,Coenhaven,,
28619,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28620,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28621,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28622,Gemeentelijke,,
28623,Brug,Brug,http://vocab.getty.edu/aat/300007836
28624,Brug,Brug,http://vocab.getty.edu/aat/300007836
28625,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28626,Brug,Brug,http://vocab.getty.edu/aat/300007836
28627,Brug,Brug,http://vocab.getty.edu/aat/300007836
28628,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
28629,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
28630,Bouw,,
28631,Bestratingswerf,,
28632,Centrale,,
28633,Centrale,,
28634,Wegbanen,,
28635,Fysiologisch,,
28636,Bibliotheek,,
28637,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28638,Brug,Brug,http://vocab.getty.edu/aat/300007836
28639,Zeeburgerkade,,
28640,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28641,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28642,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28643,Petroleum,,
28644,Brug,Brug,http://vocab.getty.edu/aat/300007836
28645,Brug,Brug,http://vocab.getty.edu/aat/300007836
28646,Brug,Brug,http://vocab.getty.edu/aat/300007836
28647,Centrale,,
28648,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28649,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28650,Ventilatie-Inrichting,,
28651,Gemeentelijke,,
28652,Volksbadhuis,,
28653,Archiefgebouw,,
28654,Prof.,,
28655,Politieposthuis,,
28656,Hoofdgebouw,,
28657,Hoofdrioolgemaal,,
28658,G.L.O.,,
28659,Coenhaven,,
28660,Centrale,,
28661,Brug,Brug,http://vocab.getty.edu/aat/300007836
28662,Gemeentelijke,,
28663,Amsterdammerpolder.,,
28664,Coenhaven,,
28665,Coenhaven,,
28666,Coehaven,,
28667,Houthaven,,
28668,Houthaven,,
28669,Piet,,
28670,Coenhaven,,
28671,Sumatrakade,,
28672,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28673,Westhaven,,
28674,Westhaven,,
28675,Asfalteren,,
28676,Asfalteren,,
28677,G.G.,,
28678,Zandophoging,,
28679,Brug,Brug,http://vocab.getty.edu/aat/300007836
28680,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28681,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28682,Steigers,,
28683,Steigers,,
28684,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28685,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28686,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28687,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28688,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28689,Kantine,,
28690,Bekleding,,
28691,Centrale,,
28692,Natuurkundig,,
28693,Gemeentelijke,,
28694,Houten,,
28695,G.L.O.,,
28696,Bouw,,
28697,Verbouwing,,
28698,Brug,Brug,http://vocab.getty.edu/aat/300007836
28699,Grondwerken,,
28700,Aanleg,,
28701,Industrieterrein,,
28702,Coenhaven,,
28703,Aanlegsteiger,,
28704,Coenhaven,,
28705,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28706,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28707,Centrale,,
28708,Centrale,,
28709,Centrale,,
28710,Mathematisch,,
28711,Gem.Verzorgingshuis,,
28712,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
28713,Situatie,,
28714,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28715,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28716,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28717,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28718,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28719,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28720,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28721,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28722,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28723,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28724,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28725,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28726,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28727,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28728,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28729,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28730,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28731,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28732,Opmeting,,
28733,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28734,Gemeentelijke Waterleiding,,
28735,Bewakershuisjes,,
28736,Tramremise,,
28737,Speelterrein,,
28738,Tolhuisgebouw,,
28739,Persleiding,,
28740,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28741,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28742,IJzeren,,
28743,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28744,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28745,Tankput,,
28746,Coenhaven,,
28747,Sportvelden,,
28748,Coenhaven,,
28749,Overgang,,
28750,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28751,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28752,Brug,Brug,http://vocab.getty.edu/aat/300007836
28753,Onderstation,,
28754,Rioolwaterzuiveringsinrichting,,
28755,Brug,Brug,http://vocab.getty.edu/aat/300007836
28756,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
28757,Brug,Brug,http://vocab.getty.edu/aat/300007836
28758,Voetbrug,,
28759,Egaliseren,,
28760,Aanleggen,,
28761,Zandkade.,,
28762,Ophoging,,
28763,Rioolwaterzuiveringsinrichting,,
28764,Ophoging,,
28765,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28766,Baggerwerk,,
28767,Badhuis,,
28768,Petroleumhaven,,
28769,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
28770,Hoofdremise,,
28771,Zandkade.,,
28772,Trappen,,
28773,G.L.O.,,
28774,Centrale,,
28775,Hellevaarsdierspost,,
28776,Centrale,,
28777,G.G.,,
28778,Funderingsplaten,,
28779,Grondwerken,,
28780,Loods,,
28781,Schema,,
28782,Schema,,
28783,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28784,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28785,Hoofdrioolgemaal,,
28787,Rioolwaterzuiveringsinrichting,,
28788,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28789,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28790,Type,,
28792,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28793,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28794,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28795,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28796,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28797,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28798,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28799,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28800,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28801,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28802,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28803,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28804,Transformatorhuisje,Transformatorhuisje,http://vocab.getty.edu/aat/300006443
28805,Situatie,,
28806,Toegangshekken,,
28807,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28808,Oevervoorziening,Oevervoorziening,http://vocab.getty.edu/aat/300404856
28809,Centrale,,
28810,Dijk,,
28811,Brug,Brug,http://vocab.getty.edu/aat/300007836
28812,Telefooncentrale,,
28813,Stadsdrukkerij,,
28814,Gem.Handels-Entrepot,,
28815,Tweede,,
28816,Joden,,
28817,Weesperxojde,,
28818,Tuinstraat,,
28819,Eerste,,
28820,Nieuwe,,
28821,Spaarn,,
28822,Postjeswetering.,,
28823,Sint,,
28824,Observatiehuis,,
28825,Schoolegebouwe,,
28826,Kinderspeelplaats,,
28827,Gem.Petroleum-Entrepot.,,
28828,Kaden,,
28829,Buitenkraanrail,,
28830,Verbreden,,
28831,Drainage,,
28832,Drainage,,
28833,Uitmonding,,
28834,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
28835,Terreinen,,
28836,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
28837,Speelplaats/speeltuin,Speelplaats/speeltuin,http://vocab.getty.edu/aat/300008203
28838,Brug,Brug,http://vocab.getty.edu/aat/300007836
28839,Steigers,,
28840,Beschoeiing,,
28841,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
28842,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28843,Rioolwaterzuiveringsinrichting,,
28844,Rioolwaterzuiveringsinrichting,,
28845,Hoofdrioolgemaal,,
28846,Rioolwaterzuiveringsinrichting,,
28847,De,,
28848,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28849,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28850,Baggerwerk,,
28851,Brug,Brug,http://vocab.getty.edu/aat/300007836
28852,Volkstuincomplex,,
28853,Gemeentelijke,,
28854,Brug,Brug,http://vocab.getty.edu/aat/300007836
28855,Walmuur,Walmuur,http://vocab.getty.edu/aat/300404856
28856,Brug,Brug,http://vocab.getty.edu/aat/300007836
28857,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28858,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28859,Baggerwerken,,
28860,Terreinen,,
28861,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28862,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28863,Centrale,,
28864,Uitbreiding,,
28865,Omdijking,,
28866,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28867,Hoofdrioolgemaal,,
28868,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28869,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28870,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28871,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28872,Monument,,
28873,Oevervoorziening,Oevervoorziening,http://vocab.getty.edu/aat/300404856
28874,Petroleum,,
28875,Brug,Brug,http://vocab.getty.edu/aat/300007836
28876,Amsterdamsebos,,
28877,Gemaal,Gemaal,http://vocab.getty.edu/aat/300006187
28878,Brug,Brug,http://vocab.getty.edu/aat/300007836
28879,Sportpark,Sportpark,http://vocab.getty.edu/aat/300170875
28880,Grondwerk,,
28881,Grondwerk,,
28882,Brug,Brug,http://vocab.getty.edu/aat/300007836
28883,Gasfabriek,,
28884,Petroleum,,
28885,Grondwerk,,
28886,Poldergemaal,,
28887,Schiphol,Schiphol,http://vocab.getty.edu/aat/300000681
28888,Grondwerk,,
28889,Grondwerk,,
28890,Poldergemaal,,
28891,Schutsluis.,,
28892,School,School,http://vocab.getty.edu/aat/300006495
28893,Grondwerken,,
28894,Brug,Brug,http://vocab.getty.edu/aat/300007836
28895,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28896,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28897,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28898,Riolering,Riolering,http://vocab.getty.edu/aat/300006122
28899,Riolerig,,
28900,Oosterkerk,,
28901,Montelbaanstoren,,
28902,Oudekerk,,
28903,N.,,
28904,Westerkerk,,
28905,Hortus,,
28906,School,School,http://vocab.getty.edu/aat/300006495
28907,School,School,http://vocab.getty.edu/aat/300006495
28908,Laboratorium,,
28909,School,School,http://vocab.getty.edu/aat/300006495
28910,Laboratorium,,
28911,Bev.,,
28912,Laboratorium,,
28913,Laboratorium,,
28914,Sociale,,
28915,School,School,http://vocab.getty.edu/aat/300006495
28916,School,School,http://vocab.getty.edu/aat/300006495
28917,Laboratorium,,
28918,Bureau,,
28919,School,School,http://vocab.getty.edu/aat/300006495
28920,School,School,http://vocab.getty.edu/aat/300006495
28921,Zittinglokaal,,
28922,Elthetokerk,,
28923,School,School,http://vocab.getty.edu/aat/300006495
28924,Zittinglokaal,,
28925,School,School,http://vocab.getty.edu/aat/300006495
28926,Dienstwoning,,
28927,Bureau,,
28928,Monument,,
28929,Quarantaineinrichting,,
28930,Verzorgingshuis,,
28931,Laboratorium,,
28932,Zittinglokaal,,
28933,Politiebureau,Politiebureau,http://vocab.getty.edu/aat/300006049
28934,School,School,http://vocab.getty.edu/aat/300006495
28935,Bureau,,
28936,School,School,http://vocab.getty.edu/aat/300006495
28937,Stadsschouwburg,,
28938,Washuis,,
28939,Artis,Artis,http://vocab.getty.edu/aat/300000348
28940,Artis,Artis,http://vocab.getty.edu/aat/300000348
28941,Laboratorium,,
28942,Zittinglokaal,,
28943,School,School,http://vocab.getty.edu/aat/300006495
28944,School,School,http://vocab.getty.edu/aat/300006495
28945,School,School,http://vocab.getty.edu/aat/300006495
28946,Universiteitsbibliotheek,,
28947,Politieposthuis,,
28948,Perceel,,
28949,Perceel,,
28950,Verzorgingshuis,,
28951,Verzorgingshuis,,
28952,Badhuis,,
28953,School,School,http://vocab.getty.edu/aat/300006495
28954,School,School,http://vocab.getty.edu/aat/300006495
28955,School,School,http://vocab.getty.edu/aat/300006495
28956,School,School,http://vocab.getty.edu/aat/300006495
28957,School,School,http://vocab.getty.edu/aat/300006495
28958,V.M.,,
28959,Gemeente,,
28960,Perceel,,
28961,Complex,,
28962,Complex,,
28963,School,School,http://vocab.getty.edu/aat/300006495
28964,Bureau,,
28965,School,School,http://vocab.getty.edu/aat/300006495
28966,School,School,http://vocab.getty.edu/aat/300006495
28967,Laboratorium,,
28968,School,School,http://vocab.getty.edu/aat/300006495
28969,School,School,http://vocab.getty.edu/aat/300006495
28970,Perceel,,
28971,School,School,http://vocab.getty.edu/aat/300006495
28972,School,School,http://vocab.getty.edu/aat/300006495
28973,School,School,http://vocab.getty.edu/aat/300006495
28974,School,School,http://vocab.getty.edu/aat/300006495
28975,Ned.,,
28976,School,School,http://vocab.getty.edu/aat/300006495
28977,School,School,http://vocab.getty.edu/aat/300006495
28978,School,School,http://vocab.getty.edu/aat/300006495
28979,School,School,http://vocab.getty.edu/aat/300006495
28980,School,School,http://vocab.getty.edu/aat/300006495
28981,Monument,,
28982,School,School,http://vocab.getty.edu/aat/300006495
28983,Centrale,,
28984,School,School,http://vocab.getty.edu/aat/300006495
28985,V.M.,,
28986,School,School,http://vocab.getty.edu/aat/300006495
28987,School,School,http://vocab.getty.edu/aat/300006495
28988,Monument,,
28989,School,School,http://vocab.getty.edu/aat/300006495
28990,School,School,http://vocab.getty.edu/aat/300006495
28991,School,School,http://vocab.getty.edu/aat/300006495
28992,School,School,http://vocab.getty.edu/aat/300006495
28993,School,School,http://vocab.getty.edu/aat/300006495
28994,School,School,http://vocab.getty.edu/aat/300006495
28995,Laboratorium,,
28996,Laboratorium,,
28997,School,School,http://vocab.getty.edu/aat/300006495
28998,Grondwerk,,
28999,V.M.,,
29000,School,School,http://vocab.getty.edu/aat/300006495
29001,School,School,http://vocab.getty.edu/aat/300006495
29002,School,School,http://vocab.getty.edu/aat/300006495
29003,School,School,http://vocab.getty.edu/aat/300006495
29004,School,School,http://vocab.getty.edu/aat/300006495
29005,School,School,http://vocab.getty.edu/aat/300006495
29006,School,School,http://vocab.getty.edu/aat/300006495
29007,School,School,http://vocab.getty.edu/aat/300006495
29008,School,School,http://vocab.getty.edu/aat/300006495
29009,School,School,http://vocab.getty.edu/aat/300006495
29010,School,School,http://vocab.getty.edu/aat/300006495
29011,School,School,http://vocab.getty.edu/aat/300006495
29012,School,School,http://vocab.getty.edu/aat/300006495
