INVNRS;ONDERWERP
32680;Tijdelijke
32681;Eiken
32682;Balie
32683;Stalen
32684;Politiebureau
32685;Hoofdingang
32686;Houten
32687;Twee
32688;Aanbouw
32689;Toegangspoort.
32690;Damestoiletten
32691;Glaspuien.
32692;Terreinafscheiding
32693;Werktafel
32694;Zuurkasten
32695;Transporteurs
32696;Electrotakel
32697;Lift
32698;Ashijsinrichting.
32699;Hijsmast
32700;Pijpoverbruggingen
32701;Clubgebouw
32702;Speelplaats/speeltuin
32703;Speelplaats/speeltuin
32704;Speelplaats/speeltuin
32705;Speelplaats/speeltuin
32706;Waslokaal
32707;Bouw
32708;Tafels
32709;Hoofdpersafsluiter.
32710;Koppeling
32711;Keermuren
32712;Vacuumpompen.
32713;Compressorinstallatie.
32714;Venturimeter.
32715;V.
32716;Luchtleidingen.
32717;Gemaal
32718;Pompinstallatie
32719;Rol-
32720;Peilingen
32721;Situatie
32722;Plattegronden
32723;Tijdelijke
32724;Walmuur
32725;Duiker
32726;Boiler
32727;Ophoging
32728;Basaltglooiing
32729;Afzuiginrichting.
32730;Centrale
32731;Centrale
32732;Centrale
32733;Wijziging
32734;Kaartenstandaard.
32735;Aanbrug
32736;Ondersteuningen
32737;Steiger
32738;Schiphol
32739;Opmeting
32740;Slopen
32741;Walmuren
32742;Bouw
32743;Bouw
32744;Het
32745;Centrale
32746;Clubgebouw
32747;Vernieuwen
32748;Walbeschoeiing
32749;Portiersloge
32750;Wijzigen
32751;Voetgangersbrug.
32752;Situatie
32753;Situatie
32754;Situatie
32755;Schema
32756;Terreinafscheiding
32757;Uitbreiden
32758;Grondkerende
32759;Hoogte
32760;Ebdeuren.
32761;Deuren.
32762;Vloeddeuren
32763;Vernieuwen
32764;Dekstenen.
32765;Herstellen
32766;Hekwerk
32767;Walmuur
32768;Walmuur
32769;Walmuur
32770;Deurkassen
32771;Hek
32772;Walmuur
32773;Vervangen
32774;Wijziging
32775;Maten.
32776;Situatie
32777;Situatie
32778;Vernieuwen
32779;Verankering.
32780;Hoekbeschermintg.
32781;Windas.
32782;Vloeddeuren
32783;Aanlegplaatsen
32784;Pontfuiken
32785;Pontfuiken
32786;Stelconplaten.
32787;Deksteen.
32788;Keermuur
32789;Rijwielbergplaats.
32790;Profiel
32791;Situatie
32792;Vernieuwen
32793;Constructies.
32794;Vaarrichtingsboei
32795;Ingang.
32796;Bolders
32797;Situatie
32798;Transportleiding
32800;Installatie
32801;Tankje.
32802;Werkingsschema.
32803;Aansluitschema.
32804;Bediening
32805;Uitbreiding
32806;Bergruimte
32807;Doorsnede
32808;Plan
32809;Artis
32810;Restauratie
32811;Verbouwing
32812;Hekken
32813;Restauratie
32814;Betongoot
32815;Hoog
32816;Voerbrug
32817;Wonging
32818;Jachthaven
32819;Ophogen
32820;Slopen
32821;Hek
32822;4e
32823;Hijsmast
32824;Hijsmast
32825;Stompompen
32826;Fundatieblokken
32827;Stoomleidingen
32828;Noodverwarming
32829;Stoomverwarmingskerels
32830;Ventilatie
32831;Luchtpersleidingen
32832;Centrale
32833;Luchtverversing
32834;Wijziging
32835;Politiebureau
32836;Terreinafscheiding
32837;Hulpbrug
32838;Kelder
32839;Gedeeltelijk
32840;Vernieuwen
32841;Verbreding
32842;Afsluitbomen
32843;Speelplaats/speeltuin
32844;Speelplaats/speeltuin
32845;Afrastering
32846;Afrastering
32847;Roestvrij-Schoonmaken
32848;Roest-En
32849;Roestvrij
32850;Roestvrij
32851;Roest-
32852;Roest-
32853;Vergwerken
32854;Roest-
32855;Roest-
32856;Roest-
32857;Roest-
32858;Roest-
32859;Roest-
32860;Roest-
32861;Roest-
32862;Verfwerken
32863;Roest-
32864;Roest-
32865;Roest-
32866;Roest-
32868;Vernieuwen
32869;Tijd.
32870;Wijzerplaat
32871;Deurtje
32872;Klokkestoel
32873;Wijzerplaat
32874;Gasverdeelstation
32875;Bouw
32876;Steiger
32877;Speelterrein
32878;Slaapkamer
32879;Schuifborden
32880;Verbouwing
32881;Wachtruimte
32882;Loketdeiren
32883;Garderobe
32884;Balie
32885;Liftmachinehuisje
32886;Vlaggestokhouder
32887;Tochtdeuren
32888;Verbouwing
32889;Statistiebord
32890;Speelplaats/speeltuin
32891;Speelplaats/speeltuin
32892;Speelplaats/speeltuin
32893;Herengracht
32894;IJzeren
32895;W.S.B.Z.
32896;Ketelhuis
32897;Speelplaats/speeltuin
32898;Speelplaats/speeltuin
32899;Speelplaats/speeltuin
32900;Speelplaats/speeltuin
32901;Complex
32902;Complex
32903;Schuimblusinstallatie.
32904;Walmuur
32905;Volkstuincomplex
32906;Wegbanen
32907;Spoveldencomplex
32908;Grondwerken
32909;Wegbaan
32910;Walmuren
32911;Prinsenschool
32912;Overhaal
32913;Industrieterrein
32914;Speelplaats/speeltuin
32915;Brug
32916;Afbouw
32917;Kolenpark
32918;Museum
32919;Leslokaal.
32920;Chloorinstallatie
32921;Uitbreidingsplan
32922;Baggeren
32923;Peilingen
32924;Peilingen
32925;Dwarsprofiel
32926;Baggerbergplaats
32927;Peilingen
32928;Peilingen
32929;Baggerwerk
32930;Wasmachines
32931;Peilingen
32932;Peilingen
32933;Peilingen
32934;Peilingen
32935;Meerboei
32936;Meerboei
32937;Dwarsprofielen
32938;Peilingen
32939;Baggerwerk
32940;Peilingen
32941;Peilingen
32942;Peilingen
32943;Baggerwerk
32944;Peilingen
32945;Peilingen
32946;Peilingen
32947;Dwarsprofiel
32948;Peilingen
32949;Baggerwerk
32950;Peilingen
32951;Oevervoorziening
32952;Peilingen
32953;Peilingen
32954;Peilingen
32955;Peilingen
32956;Peilingen
32957;Peilingen
32958;Peilingen
32959;Peilingen
32960;Peilingen
32961;Peilingen
32962;Peilingen
32963;Baggerwerk
32964;Baggerwerk
32965;Verbreden
32966;Baggerwerk
32967;Peilingen
32968;Peilingen
32969;Peilingen
32970;Peilingen
32971;Peilingen
32972;Verbreden
32973;Profielen
32974;Ophogen
32975;Peilingen
32976;Peilingen
32977;Peilingen
32978;Peilingen
32979;Peilingen
32980;Peilingen
32981;Peilingen
32982;Peilingen
32983;Peilingen
32984;Peilingen
32985;Chloorinstallatie
32986;Autobusgrage
32987;Aquariumgebouw
32988;Luchthaven
32989;Opoging
32990;Centrale
32991;Schoorsteenkanalen
32992;Ketelhuis
32993;Heerwaterteansportleidingen
32994;Chloorgasleiding
32996;Peilingen
32997;150
32998;150
32999;Sierbetonelementen.
33000;V.M.
33001;Dienstgebouw
33002;Staalskelet
33003;Speelplaats/speeltuin
33004;Transformatorhuisje
33005;Transformatorhuisje
33006;Fazanterie
33007;Feestgebouw
33008;Div.
33009;Regenwaterriool.
33010;Dienstgebouw
33011;Dempen
33012;Kraanspoor
33013;Speelplaats/speeltuin
33014;Zandbak
33015;Zandbak
33016;Bestratingswerkzaamheden.
33017;Bestratingswerkzaamheden.
33018;Bestratingswerkzaamheden.
33019;Bestratingswerkzaamheden.
33020;Bestratingswerkzaamheden.
33021;Zandbak
33022;Basisbaan
33023;Onderbouw
33024;Rioolgemaal
33025;Transportriool.
33026;Regenwaterriolen
33027;Vuilwaterriool.
33028;Straatriolen.
33029;Riolering
33030;Straatriool
33031;Straatriolen.
33032;Riolering
33033;Riolering
33034;Riolering
33035;Riolering
33036;Regenwaterriolen
33037;Riolering
33038;Riolering
33039;Regenwaterriool.
33040;Riolering
33041;Strandbad
33042;Oevervoorziening
33043;Brug
33046;Noodschool
33047;Noodschool
33048;Bestrating
33049;Bestrating
33051;Noodscholen
33052;Noodschool
33053;Noodschool
33054;Noodschool
33056;Noodschool
33057;Noodschool
33058;Gemeentelijke
33059;Papaverkanaal.
33060;Agsesloten
33061;Zandkaden
33062;Speelplaats/speeltuin
33063;Speelplaats/speeltuin
33064;Sportpark
33065;Stalen
33066;Ophogen
33067;Ophogen
33068;Industrieterrein
33069;Wilhelmina-Gasthuis
33070;Binnengasthuis
33072;Noodschool
33073;Feestgebouw
33074;Kolenpoederinrichting.
33075;W.P.
33076;W.P.
33077;Luchtbescherming.
33078;Centraal
33079;Centraal
33080;Schuilplaats
33081;Striger.
33082;Situatie
33083;Fundering
33084;Tijdelijke
33085;Slopen
33086;Spoorwegwoningen.
33087;Directiegebouw.
33088;Overkappen
33089;Ingangsgebouw
33090;Riolering
33091;Luchthaven
33092;Ingangsgebouw
33093;Autibusstation.
33094;Zeesteiger
33095;Tankput
33096;Dienstgebouw
33097;Brandwaterleiding.
33098;Meerbolder.
33099;Brandbeveiligingsgemaal
33100;4e
33101;V.O.
33102;Centrale
33103;Onderstation
33104;Nieuwe
33105;Draiage
33107;Asfaltering
33108;Overkapping.
33109;Sleutel.
33110;Contact-Opstelling.
33111;Bergkast.
33112;Oevervoorziening
33113;Wijziging
33115;Aanleg
33116;Wijziging
33117;Het
33118;Uitbreiding
33119;Installatie-Schema.
33120;Wijziging
33121;Wijziging
33123;Verhogen
33124;Steigers
33125;Dempen
33126;Noodschool
33127;Brug
33129;Brug
33130;Brug
33131;Brug
33132;Klapbruggen
33133;Voetbrug
33134;2e
33135;Gaashek
33136;Kegelbaan
33137;V.O.
33138;V.O.
33139;Wilhelmina
33140;Sparingen
33141;Hoofdkantoor
33142;2e
33143;Hulp
33144;Sociale
33145;Provisorium
33146;Fundatieblokken
33147;Egaliseren
33148;Riolering
33149;Strandbad
33150;Vliegenbos.
33151;Amsterdamse
33152;Amsterdamse
33153;Amsterdamse
33154;Afvoer
33155;Walmuren
33156;Petroleumhaven
33157;Amsterdamse
33158;Amsterdamse
33161;Platform.
33162;Tankput
33163;Chloorinstallatie
33164;Pompinstallatie
33165;G.P.E.
33166;Bouw
33167;Amsterdamse
33168;Pier
33169;Pier
33170;R.I.
33171;Pompinstallatie
33172;2
33173;4e
33174;Luchtleidingen.
33175;Opstellen.
33176;Speelplaats/speeltuin
33177;Ophogen
33178;Pijpoverbruggingen
33179;Verhoogde
33180;Hoog
33181;Walmuren
33182;Perronoverkapping.
33183;Bouw
33184;Bevestiging.
33185;Kinderspeelplaats
33186;Watersporthaven
33187;Aanleg
33188;Grondwerken
33189;Vogelbroedplaats.
33190;Parkeerterrein
33191;Aanleg
33192;Aanleg
33193;Uitbaggeren
33194;Drainage
33195;Bouw
33196;Bouw
33197;Bouw
33198;Bouw
33199;Bouw
33200;Bouw
33201;Bouw
33202;Bouw
33203;Verf-En
33204;Slopen
33205;Slopen
33206;Slopen
33207;Geredamaken.
33208;Doorgravingen.
33209;Oevervoorziening
33210;Rijwielstalling
33211;Verbreden
33212;Overzicht
33213;Luchtmeterputten.
33214;Wijziging
33215;Uitbreiding
33216;Roerwerk
33217;Gashouders
33218;Slopen
33219;Grondwerken
33220;Verplaatsen
33221;Aanbrengen.
33222;Vernieuwen
33223;Drainage
33224;Grondwerken
33225;Dakbedekking
33226;Verfwerken
33227;Dakbedekking
33228;Verven.
33229;Slopen
33230;Riolering
33231;Riolering
33232;Riolering
33233;Riolering
33234;Riolering
33235;Riolering
33236;Riolering
33237;Drainageriool
33238;Riolering
33239;Riolering
33240;Riolering
33241;Riolering
33242;Riolering
33243;Ophogen
33244;Drainage
33245;Grondwerken
33246;Grondwerken
33247;Grondwerken
33248;Aanleg
33249;Situatie
33250;Scheidingswand.
33251;Gew.
33252;Stalen
33253;Ketelhuis
33254;Staartschuif
33255;Zuurkast.
33256;Opmeting
33257;Verbouwing
33258;Dakkapellen.
33259;Opstelling
33260;Opstelling
33261;Bovenbouw
33262;Bovenbouw
33263;Bovenbouw
33264;Opnemen
33265;Riolering
33266;Vuilwaterriool.
33268;Centrale
33269;Afscherming.
33270;Plattegrond
33271;Opstelling
33272;Uitbreiding
33273;Opstelling
33274;City
33275;Omlegging
33276;Wijziging
33277;Graven
33278;Opmoging
33279;Verbouwing
33280;Riolering
33281;Tafel
33282;Podium
33283;Kasten
33284;Stoeltjes
33285;Boekenkast.
33286;Schrijftafel.
33287;Kastje
33288;Bergkastje
33289;Podium
33290;Boekenplank
33291;Wijziging
33292;Toneelscherm
33293;Kasten
33294;Kasten
33295;Kastje
33296;Stoeltjes
33297;Ballenkast.
33298;Afwerking
33299;Afwerking
33300;Wanden
33301;Matriaalkistje.
33302;Slopen
33303;Ophogen
33304;Bouw
33305;Bouw
33306;Opnemen
33307;Opnemen
33308;Boerenhofstede.
33309;Wijziging
33310;Verbouwen
33311;Bouw
33312;Herstellen
33313;Bergplaats
33314;Boerderij
33315;Inrichten.
33316;Plattegronden
33317;Schema
33318;Werkingsschema.
33319;Peilingen
33320;Walmuur
33321;Amsterdamse
33322;Verbouwing
33323;Verbouwing
33324;Overdekken.
33325;Bouw
33326;Transportriool.
33327;Afvoerleiding.
33328;Begenwaterriolen.
33329;Leggen
33330;Herstellen
33331;Riolering
33332;Riolering
33333;Riolering
33334;Riolering
33335;Riolering
33336;Riolering
33337;Riolering
33338;Riolering
33339;Riolering
33340;Wijzigen
33341;Baggerwerk
33342;Centrale
33343;Centrale
33344;Installatie
33345;Artis
33346;Afsluiting
33347;Walmuur
33348;Remmingwerk
33349;Grondkering
33350;Deurkassen
33351;Verhogen
33352;Grondwerken
33353;Speelplaats/speeltuin
33354;Verven.
33355;Verven.
33356;Speelplaats/speeltuin
33357;Speelplaats/speeltuin
33358;Speelplaats/speeltuin
33359;Speelplaats/speeltuin
33360;Speelplaats/speeltuin
33361;Speelplaats/speeltuin
33362;Speelplaats/speeltuin
33363;Speelplaats/speeltuin
33364;Radiator.
33365;Opstelling
33366;Werkingsschema.
33367;Straatriolen.
33368;Riolering
33369;Riolering
33370;Riolering
33371;Oevervoorziening
33372;Stortsteiger
33373;Dekstenen.
33374;Meerboei
33375;Lantaarnpalen.
33376;Veranderen.
33377;Gietstukken.
33378;Overkappen
33379;Uitbreiding
33380;Schuitenhuis.
33381;Voordeur.
33382;Restauratieplan
33383;Opmeting
33384;Opmeting
33385;Opmeting
33386;Opmeting
33387;Variant.
33388;Betimmering.
33389;Oplossing
33390;Plan
33391;Situatie
33392;Speelplaats/speeltuin
33393;Terreinafscheiding
33394;Put
33395;Centrale
33396;Centrale
33397;Zuiderkerk-Toren
33398;Opmeting
33399;Opmeting
33400;Opmeting
33401;Opmeting
33402;Opmeting
33403;Ontwerp
33404;Opmeting
33406;Opmeting
33407;Opmeting
33408;Opmeting
33409;Situatie
33410;Schoorsteen
33411;Gevel
33412;Gevel
33413;Situatie
33414;Situatie
33415;Situatie
33416;Situatie
33417;Stoep.
33418;Vernieuwen
33419;Vloeddeuren
33420;Grond
33421;Wijzigen
33422;Urinoirs
33424;Riolering
33425;Riolering
33426;Uitdiepen
33427;Opmeting
33428;Restauratieplan
33429;Opmeting
33430;Ontwerp
33431;Herstellen
33432;Verplaatsen
33433;Wijzigen
33434;Centrale
33435;Restauratieplan
33436;Opmeting
33437;Opmeting
33438;Voorgevel
33439;Opmeting
33440;Raamdetail.
33441;Kastenwand.
33442;Roede-Indeling.
33443;Lantaarn
33444;Ontwerp
33445;Restauratieplan
33446;Schets.
33447;Onderpui.
33448;Bovenlichten
33449;Voorlopige
33450;Gevelindeling.
33451;Ontwerp
33452;Ontwerp
33453;Ontwerp
33454;Opmeting
33455;Schetsontwerpen
33456;Restauratieplan
33457;Opmeting
33458;Opmeting
33459;Opmeting
33460;Ontwerp
33461;Opmeting
33462;Onderpui.
33463;Restauratieplan
33464;Opmeting
33465;Schetsontwerp
33466;Ontwerp
33467;Opmetingen
33468;Richtingsbord.
33469;Opmeting
33470;Ontwerp
33471;Ingangspartij.
33472;Restauratieplan
33473;Restauratieplan
33474;Opmeting
33475;Ontwerp
33476;Opmeting
33477;Details.
33478;Opmeting
33479;Situatie
33480;Wijziging
33481;Brug
33482;H.W.Transportleidingen.
33483;Grafiek
33484;Grafiek
33485;Grafiek
33486;Ophogen
33487;Aanleg
33488;Beschoeiingspalen
33489;Speeltafels
33490;Aanbruggen.
33491;Wijzigen
33492;Speelplaats/speeltuin
33493;Speelplaats/speeltuin
33494;Speelplaats/speeltuin
33495;Speelplaats/speeltuin
33496;Speelptuin.
33497;Overhaal
33498;Walmuur
33499;Schoolfontein.
33500;Situatie
33501;Alleen
33503;Schema
33504;Olietank
33505;Centrale
33506;Luchttoevoerkanaal.
33507;Drukvat
33508;Opstelling
33509;H.W.
33510;Opstelling
33511;Opstelling
33512;Centrale
33513;Centrale
33514;Clubgebouw
33515;Onderbouw
33516;Bouw
33517;Putafdekking.
33518;Opstelling
33519;Speelplaatsen
33520;Situatie
33521;Speelplaats/speeltuin
33522;Speelplaats/speeltuin
33523;Speelplaats/speeltuin
33524;Speelplaats/speeltuin
33525;Speelplaats/speeltuin
33526;Speelplaats/speeltuin
33527;Speelplaats/speeltuin
33528;Speelplaats/speeltuin
33529;Beschoeiing
33530;Taludtrap
33531;Trap
33532;Beschoeiing
33533;Ophogen
33534;Slopen
33535;Hulpwegen
33536;Hulpwegen
33537;Toegangspad.
33538;Ophoging
33539;Mannesmannbuis.
33540;Lichtboeien
33541;Faecalientank.
33542;Overzicht
33543;Overzicht
33544;Plattegrond
33545;Draaisproeiers.
33546;Kipbakinstallatie.
33547;Transformatorhuisje
33548;Naambord.
33549;Werkingsschema.
33550;X.
33551;Plattegronden
33552;Wijziging
33553;Verbouwing
33554;Perceel
33555;Perceel
33556;Verbouwing
33557;Inrichten.
33558;Inrichten.
33559;Platformen.
33560;Plattegronden
33561;Plattegronden
33562;Wijziging
33563;Melkkoelkamer.
33564;Kwekerij
33565;Plattegrond
33566;Plattegrond
33567;Bolder.
33568;Zandophoging
33569;Ophogen
33570;Ophoging
33571;Installatie
33572;Opstelling
33573;Centrale
33574;Brug
33575;Brug
33576;Centrale
33577;Noodgebouw.
33578;Hijsbalk
33579;Speelplaats/speeltuin
33580;Afdekrand.
33581;Speelplaats/speeltuin
33582;Speelplaats/speeltuin
33583;Speelplaats/speeltuin
33584;Speelplaats/speeltuin
33585;Hornsloot.
33586;Walmuur
33587;Steiger
33588;Kantoor
33589;Volkstuincomplex
33590;Terreinafscheiding
33591;Speelplaats/speeltuin
33592;Tafel
33593;Plattegrond
33594;Aanleg
33596;Artis
33597;Uitbreiding
33598;Centrale
33599;Riolering
33600;Riolering
33601;Riolering
33602;Aansluiten.
33603;Verlengen
33604;Riolering
33605;Riolering
33606;Riolering
33607;Regenwaterriolen
33608;Draineerriool.
33609;Regenwaterriool.
33610;Riolering
33611;Riolering
33612;Riolering
33613;Riolering
33614;Regenwaterriool.
33615;Vuilwaterriool.
33616;Riolering
33617;Riolering
33618;Riolering
33619;Riolering
33620;Riolering
33621;Overloop.
33622;Riolering
33623;Riolering
33624;Grondwerken
33625;Straatriool
33626;Riolering
33627;Riolering
33628;Riolering
33629;Regenwaterriool.
33630;Persleiding
33631;Overzicht
33632;Riolering
33633;Brug
33634;Brug
33635;Brug
33636;Brug
33637;Brug
33638;Brug
33639;Brug
33640;Brug
33641;Brug
33642;Brug
33643;Portiersloge
33644;Fietsenstalling.
33645;Pui
33646;Verbouwing
33647;Toneelvloer.
33648;Wijziging
33649;Wijziging
33650;Artis
33651;Omvormers.
33652;Raamkozijn
33653;Opklapbare
33654;Verlagen.
33655;Kast.
33656;Poort.
33657;Werktafel
33658;Brandtrap.
33659;Zuurkasten
33660;Trap
33661;Waterpomp.
33662;Verbouwing
33663;Aanrecht
33664;Uitbouw.
33665;Huishoudklas.
33666;Verbouwing
33667;Uitbreiding
33668;Verbouwing
33669;Terreinafscheiding
33670;Bergruimte
33671;W.C.
33672;Verbouwing
33673;Betonnen
33674;Tochtraam.
33675;Wijzerplaatluiken.
33676;Luifel.
33677;Plattegronden
33678;Opberg-Constructie.
33679;Gew.
33680;Schokbeton
33681;Betonvloer
33682;Telefooncentrale
33683;Beton
33684;Serre.
33685;Verbouwing
33686;Div.
33687;Scheidingswand.
33688;Roosters.
33689;Situatie
33690;Vernieuwen
33691;Div.
33692;Stoel.
33693;Beveiligen.
33694;Opmeting
33695;Klokkenstoel.
33696;Kroonlijst
33697;Ondersteuning
33698;Verbouwen
33699;Tafel
33700;Dakkapel.
33701;Verlagen.
33702;Balie
33703;Wijzigen
33704;Brandladder
33705;Boekenstelling.
33706;Situatie
33707;Stuwput.
33708;Stalen
33709;Stalen
33710;Dakkapel.
33711;Bergmeubel.
33712;Conversatiezaal.
33713;Verbouwen
33714;Hoekbeeindiging.
33715;Details.
33716;Opmeting
33717;Toegang
33718;Steiger
33719;Slopen
33720;Situatie
33721;Uitbreiding
33722;Centrale
33723;Schiphol
33724;Pier
33725;Riolering
33726;Omlijsting.
33727;Zandbak
33728;Toilet
33729;Kasten
33730;Opstelling
33731;Opmeting
33732;Opmeting
33733;Opmeting
33734;Opmeting
33735;Opmeting
33736;Raamkozijnen.
33737;Type
33738;Bouw
33739;Bouw
33740;Bouw
33741;Bouw
33742;Bouw
33743;Schakelhuisje
33744;Onderstation
33745;Spinonza
33746;Brug
33747;Brug
33748;Brug
33749;Uitbreiding
33750;4e
33751;Terreinophoging
33752;Schermhekken
33753;Speelplaats/speeltuin
33754;Speeltoestellen
33755;Speelplaats/speeltuin
33756;Speelplaats/speeltuin
33757;Speelplaats/speeltuin
33758;Speelplaats/speeltuin
33759;Speelplaats/speeltuin
33760;Speelplaats/speeltuin
33761;Rioolgemaal
33762;Machinegebouw
33763;Werkingsschema.
33764;Registrering.
33765;Amsterdamse
33766;Westhaven
33767;Spuiwaterkoeler.
33768;Walmuren
33769;Artis
33770;Artis
33771;Schema
33772;Plastic-ventilator.
33773;Natuurkundig
33774;Bladkaarten
33775;Verwarmingsinstallatie.
33776;As
33777;Ondersteuning
33778;As
33779;Centrifugaalpomp.
33780;Type
33781;Ophogen
33782;Klimparasol.
33783;Wegbaan
33784;Hulpwegen
33785;Slopen
33786;Grondwerken
33787;Speelplaats/speeltuin
33788;Speelplaats/speeltuin
33789;Speelplaats/speeltuin
33790;Bouwput
33791;Schuiplaats.
33792;Schuilplaats
33793;Schuilplaats
33794;Situatie
33795;Artis
33796;Wijziging
33797;Vervanging.
33798;Vervangen
33799;Hoofdtrappenhuis
33800;Indeling
33801;Ophogen
33802;G.E.B.
33803;Steiger
33804;Passagiersgarage
33805;Hoofdkantoor
33806;Duikerbrug
33807;Brug
33808;Duikerbrug
33809;Verkeerkamercomplex.
33810;Ophoging
33811;Speelplaatsen
33812;Speelplaatsen
33813;Speelplaatsen
33814;Speelplaats/speeltuin
33815;Speelplaats/speeltuin
33816;Speelplaats/speeltuin
33817;Speelplaats/speeltuin
33818;Speelplaatsen
33819;Speelplaatsen
33820;Voeding-
33821;Centrale
33822;Koelwaterpomp.
33823;Ventilatoren.
33824;Spoorbestratingsplaten.
33825;Baggergergplaats.
33826;Beschoeiing
33827;Zandaanvulling
33828;Oevervoorziening
33829;Steigers
33830;Garderobegebouw.
33831;Hek
33832;Walmuur
33833;Grondwerken
33834;Situatie
33835;Loswal
33836;Walbeschoeiing
33837;Loopsteigers
33838;Situatie
33839;Trammasten.
33840;Verbindingsweg.
33841;Walmuur
33842;Heiwerken.
33843;Loopremmingen.
33844;Steiger
33845;Steigerhoofd.
33846;Steigerhoofd.
33847;Pontfuiken
33848;Aanbruggen.
33849;Hekwerken
33850;Distelweg.
33851;Brug
33852;Centrale
33853;Voetbrug
33854;Brug
33855;Autobusgarage
33856;Autobusgarage
33857;Zweminrichting
33858;Zweminrichting
33859;Zweminrichting
33860;Zweminrichting
33861;Zweminrichting
33862;Toegangswegen.
33863;Walmuur
33864;Walmuur
33865;Walmuur
33866;Duiker
33867;Oevervoorziening
33868;Afrastering
33869;Staalskelet
33870;Centrale
33871;Kleine
33872;Riftvloeren.
33873;Riftvloeren.
33874;Bestrating
33875;Bestrating
33876;Bestrating
33877;Bestrating
33878;Bestrating
33879;Bestrating
33880;Bestrating
33881;Bestrating
33882;Bestrating
33883;Bestrating
33884;Bestrating
33885;Bestrating
33886;Bestrating
33887;Bestrating
33888;Bestrating
33889;Bestrating
33890;Bestrating
33891;Bestrating
33892;Bestrating
33893;Bestrating
33894;Bestrating
33895;Bestrating
33896;Bestrating
33897;Bestrating
33898;Bestrating
33899;Bestrating
33900;Bestrating
33901;Bestrating
33902;Bestrating
33903;Bestrating
33904;Bestrating
33905;Bestrating
33906;Bestrating
33907;Bestrating
33908;Bestrating
33909;Bestrating
33910;Bestrating
33911;Bestrating
33912;Bestrating
33913;Bestrating
33914;Bestrating
33915;Bestrating
33916;Bestrating
33917;Bestrating
33918;Bestrating
33919;Bestrating
33920;Bestrating
33921;Bestrating
33922;Bestrating
33923;Bestrating
33924;Bestrating
33925;Bestrating
33926;Bestrating
33927;Bestrating
33928;Bestrating
33929;Bestrating
33930;Bestrating
33931;Bestrating
33932;Bestrating
33933;Bestrating
33934;Bestrating
33935;Bestrating
33936;Bestrating
33937;Bestrating
33938;Bestrating
33939;Bestrating
33940;Bestrating
33941;Bestrating
33942;Bestrating
33943;Bestrating
33944;Bestrating
33945;Bestrating
33946;Bestrating
33947;Bestrating
33948;Bestrating
33949;Bestrating
33950;Bestrating
33951;Bestrating
33952;Bestrating
33953;Bestrating
33954;Bestrating
33955;Bestrating
33956;Bestrating
33957;Bestrating
33958;Bestrating
33959;Bestrating
33960;Bestrating
33961;Bestrating
33962;Bestrating
33963;Bestrating
33964;Bestrating
33965;Bestrating
33966;Bestrating
33967;Bestrating
33968;Bestrating
33969;Bestrating
33970;Bestrating
33971;Bestrating
33972;Bestrating
33973;Bestrating
33974;Bestrating
33975;Bestrating
33976;Bestrating
33977;Bestrating
33978;Bestrating
33979;Bestrating
33980;Bestrating
33981;Bestrating
33982;Bestrating
33983;Bestrating
33984;Bestrating
33985;Bestrating
33986;Bestrating
33987;Bestrating
33988;Bestrating
33989;Bestrating
33990;Bestrating
33991;Bestrating
33992;Bestrating
33993;Bestrating
33994;Bestrating
33995;Bestrating
33996;Bestrating
33997;Bestrating
33998;Bestrating
33999;Bestrating
34000;Bestrating
34001;Bestrating
34002;Bestrating
34003;Bestrating
34004;Bestrating
34005;Bestrating
34006;Bestrating
34007;Bestrating
34008;Bestrating
34009;Bestrating
34010;Bestrating
34011;Bestrating
34012;Bestrating
34013;Bestrating
34014;Bestrating
34015;Bestrating
34016;Bestrating
34017;Bestrating
34018;Bestrating
34019;Bestrating
34020;Bestrating
34021;Bestrating
34022;Bestrating
34023;Bestrating
34024;Bestrating
34025;Bestrating
34026;Bestrating
34027;Bestrating
34028;Bestrating
34029;Bestrating
34030;Bestrating
34031;Bestrating
34032;Bestrating
34033;Bestrating
34034;Bestrating
34035;Bestrating
34036;Bestrating
34037;Bestrating
34038;Bestrating
34039;Bestrating
34040;Bestrating
34041;Bestrating
34042;Bestrating
34043;Bestrating
34044;Bestrating
34045;Bestrating
34046;Bestrating
34047;Bestrating
34048;Bestrating
34049;Bestrating
34050;Bestrating
34051;Bestrating
34052;Bestrating
34053;Bestrating
34054;Bestrating
34055;Bestrating
34056;Bestrating
34057;Bestrating
34058;Bestrating
34059;Bestrating
34060;Bestrating
34061;Bestrating
34062;Bestrating
34063;Bestrating
34064;Bestrating
34065;Bestrating
34066;Bestrating
34067;Bestrating
34068;Bestrating
34069;Bestrating
34070;Bestrating
34071;Bestrating
34072;Bestrating
34073;Bestrating
34074;Bestrating
34075;Bestrating
34076;Bestrating
34077;Bestrating
34078;Bestrating
34079;Bestrating
34080;Bestrating
34081;Bestrating
34082;Bestrating
34083;Bestrating
34084;Bestrating
34085;Bestrating
34086;Bestrating
34087;Bestrating
34088;Bestrating
34089;Bestrating
34090;Bestrating
34091;Bestrating
34092;Bestrating
34093;Bestrating
34094;Bestrating
34095;Bestrating
34096;Bestrating
34097;Bestrating
34098;Bestrating
34099;Bestrating
34100;Bestrating
34101;Bestrating
34102;Bestrating
34103;Bestrating
34104;Bestrating
34105;Bestrating
34106;Bestrating
